id|Name|Sex|Age|Height|Weight|Team
11678|Douglas Andrew "Doug" Mientkiewicz|M|26|185|86|United States
11679|Hiram Ricardo Mier Alans|M|22|179|70|Mexico
11680|Juha Iisakki Mieto|M|34|197|100|Finland
11681|Antti Markus Miettinen|M|29|183|86|Finland
11682|Hannu Kleofas "Hannes" Miettinen|M|26|165|53|Finland
11683|Rauno Martti Juhani Miettinen|M|22|176|72|Finland
11684|Dina Arturivna Miftakhutdynova|F|22|181|72|Ukraine
11685|Igors Miglinieks|M|24|194|96|Soviet Union
11686|Clment Mignon|M|23|187|75|France
11687|Aurlio Fernndez Miguel|M|32|180|95|Brazil
11688|Enrique Mguez Gmez|M|18|173|74|Spain
11689|Yelena Sergeyevna Migunova|F|24|168|58|Russia
11690|Brankica Mihajlovi|F|25|190|83|Serbia
11691|Franjo Mihali|M|36|175|58|Yugoslavia
11692|Aneta Mihaly (-Marin)|F|26|178|77|Romania
11693|Vasa Miji|M|27|186|80|Serbia and Montenegro
11694|John Fredrik Mikaelsson|M|38|183|73|Sweden
11695|Reiichi Mikata|M|25|171|56|Japan
11696|Edvard Mikayelyan|M|22|165|59|Soviet Union
11697|John Michael Nchekwube Obinna "John Mikel Obi" Mikel|M|29|179|86|Nigeria
11698|Antanas Miknas|M|32|178|69|Soviet Union
11699|Pavel Mike|M|22|182|79|Czechoslovakia
11700|Aleksandr Vyacheslavovich Mikhaylin|M|32|195|115|Russia
11701|Anatoly Arkadyevich Mikhaylov|M|27|183|81|Soviet Union
11702|Atanas Mikhaylov Khristov|M|19|185|81|Bulgaria
11703|Boris Petrovich Mikhaylov|M|35|175|79|Soviet Union
11704|Ivan Mikhaylov|M|23|164|60|Bulgaria
11705|Maksim Mikhaylovich Mikhaylov|M|24|202|103|Russia
11706|Sergey Mikhaylov|M|24|187|80|Uzbekistan
11707|Angelina Trifnova Mikhaylova|F|20|176|64|Bulgaria
11708|Snezhana Mikhaylova|F|26|176|69|Bulgaria
11709|Lyudmila Nikolayevna Mikhaylovskaya (Makarova-)|F|30|163|62|Soviet Union
11710|Vladimir Borisovich Mikheyev|M|19|179|64|Soviet Union
11711|Henriette Rnde (-Henriette Mller) Mikkelsen|F|23|166|63|Denmark
11712|Meaghan Mikkelson|F|29|175|67|Canada
11713|Pl Gunnar Mikkelsplass|M|26|170|62|Norway
11714|Reijo Kalevi Mikkolainen|M|23|180|82|Finland
11715|Janusz Stanisaw "Jan" Mikoajczak (Krenz-)|M|25|172|68|Poland
11716|Beata Mikoajczyk|F|30|170|68|Poland
11717|Yelena Vladimirovna Mikulich|F|19|182|87|Belarus
11718|Paolo Milanoli|M|30|191|78|Italy
11719|Igor Milanovi|M|22|195|97|Yugoslavia
11720|Tiffeny Carleen Milbrett|F|27|155|56|United States
11721|Rodney "Rod" Milburn, Jr.|M|22|183|79|United States
11722|Mykola Mykolaiovych Milchev|M|32|180|90|Ukraine
11723|Hans Hjalmar Mild|M|29|187|86|Sweden
11724|Lothar Milde|M|33|195|105|East Germany
11725|Bozhidar Milenkov|M|25|174|74|Bulgaria
11726|Gina Miles|F|34|163|57|United States
11727|Jearl Atawa Miles-Clark|F|34|170|60|United States
11728|Emil Ivanov Milev|M|28|178|84|Bulgaria
11729|Hctor Milin Prez|M|24|185|130|Cuba
11730|Nikolay Pavlovich Miligulo|M|23|176|75|Soviet Union
11731|Israel Militosyan|M|23|165|70|Unified Team
11732|Vardan Militosyan|M|26|170|76|Soviet Union
11733|Zdravko Miljak|M|21|189|87|Yugoslavia
11734|Radmila Miljani-Petrovi|F|24|157|60|Montenegro
11735|Ivan Miljkovi|M|21|206|88|Serbia and Montenegro
11736|Branko Milju|M|23|172|70|Yugoslavia
11737|Frank Mill|M|30|176|71|West Germany
11738|Ian Millar|M|61|185|76|Canada
11739|Ryan Madsen Millar|M|30|204|98|United States
11740|John Charles Millen|M|27|187|92|Canada
11741|Aaron Michael Miller|M|30|190|91|United States
11742|Anita Corl Miller (-Huntsman)|F|33|172|61|United States
11743|William Waring "Bill" Miller|M|19|172|70|United States
11744|William Garfield "Bill" Miller|M|27|179|79|United States
11745|William Preston "Bill" Miller|M|22|179|77|United States
11746|Samuel Bode Miller|M|36|188|91|United States
11747|Cheryl Deann Miller|F|20|190|68|United States
11748|Coby Miller|M|27|168|68|United States
11749|Cody Miller|M|24|180|80|United States
11750|David Stanley "Dave" Miller|M|28|180|68|Canada
11751|Gail Louise Miller (-Tune)|F|23|180|65|Australia
11752|Inger Z. Miller|F|24|163|55|United States
11753|Lennox Valencia Miller|M|25|183|79|Jamaica
11754|Ramon Salomon Miller|M|25|180|67|Bahamas
11755|Randi Criner Miller|F|24|157|63|United States
11756|Reginald Wayne "Reggie" Miller|M|31|200|86|United States
11757|Ryan Dean Miller|M|29|188|76|United States
11758|Scott Andrew Miller|M|21|193|93|Australia
11759|Shannon Lee Miller (-Phillips, -Falconetti)|F|19|147|39|United States
11760|Shaunae Miller (-Uibo)|F|22|185|69|Bahamas
11761|Tammy Kelly Miller|F|25|165|59|Great Britain
11762|Pedro Luis Millet Soler|M|24|173|64|Spain
11763|Alice Mary Mills (-Tait)|F|22|175|63|Australia
11764|William Mervin "Billy" Mills|M|26|180|68|United States
11765|Derek Bruce Mills|M|24|175|68|United States
11766|Hannah Louise Mills|F|28|157|50|Great Britain
11767|Melissa Ann Mills|F|26|180|67|Australia
11768|Phoebe Lan Mills|F|15|152|41|United States
11769|Robert Mills|M|26|193|80|Canada
11770|Ronald Parker "Ronnie" Mills|M|17|193|89|United States
11771|Leslie Woods Milne|F|27|170|58|United States
11772|Stephen Milne|M|22|185|76|Great Britain
11773|Valery Vladimirovich Miloserdov|M|28|186|85|Soviet Union
11774|Bojana Miloevi|F|22|188|77|Yugoslavia
11775|Vesna Miloevi (-Petrovi)|F|24|183|73|Yugoslavia
11776|Jelena Milovanovi|F|27|190|84|Serbia
11777|Rolf Milser|M|33|170|90|West Germany
11778|Lalita Vadimovna Milshina-Yauhleuskaya|F|36|158|64|Belarus
11779|Meinrad Miltenberger|M|31|178|80|Germany
11780|Mlton de Souza Filho|M|26|178|73|Brazil
11781|Jack Rikard Milton|M|19|185|78|Sweden
11782|DeLisha Lachell Milton-Jones|F|33|185|84|United States
11783|Alain (Ali-) Mimoun Ould Kacha|M|35|170|56|France
11784|Min Gyeong-Gap|M|21|159|55|South Korea
11785|Masayuki Minami|M|31|196|87|Japan
11786|Sumika Minamoto|F|21|168|64|Japan
11787|Guram Minashvili|M|23|186|84|Soviet Union
11788|Gor Minasyan|M|21|180|140|Armenia
11789|Aleksandr Alekseyevich Minayev|M|21|174|72|Soviet Union
11790|Yevgeny Gavrilovich Minayev|M|27|156|60|Soviet Union
11791|Sevdalin Minchev Angelov|M|21|148|57|Bulgaria
11792|Juraj Mink|M|23|181|76|Slovakia
11793|Ildik Mincza-Nbald|F|38|172|59|Hungary
11794|Hans Peter Francois Minderhoud|M|34|190|75|Nadine
11795|Sergey Nikolayevich Mindirgasov|M|28|180|82|Soviet Union
11796|Revaz Mindorashvili|M|32|175|84|Georgia
11797|Yukiyo Mine|F|20|166|63|Japan
11798|Viktor Aleksandrovich Mineyev|M|27|185|82|Soviet Union
11799|Bruno Mingeon|M|30|180|90|France
11800|Andrea Minguzzi|M|26|179|84|Italy
11801|Christian Carlos Miniussi Ventureira|M|25|185|74|Argentina
11802|Irina Edvinovna Minkh|F|28|175|64|Unified Team
11803|Sandra Minnert|F|31|173|68|Germany
11804|Alan Minter|M|21|178|71|Great Britain
11805|Jevaughn Minzie|M|21|178|85|Jamaica
11806|Isabelle Catherine Mir|F|18|161|60|France
11807|Danny Miranda Agramonte|M|25|178|92|Cuba
11808|Lorena Miranda Dorado|F|21|174|73|Spain
11809|Patricia Noriko Miranda|F|25|152|48|United States
11810|Sao Mirjani|M|24|187|99|Slovenia
11811|Maksim Nikolayevich "Max" Mirnyi|M|35|196|90|Belarus
11812|Boris Olegovich Mironov|M|29|190|106|Russia
11813|Dmitry Olegovich Mironov|M|32|188|87|Russia
11814|Yevgeny Vasilyevich Mironov|M|26|193|130|Soviet Union
11815|Yelena Miroshina|F|18|142|32|Unified Team
11816|Aleksandr Viktorovich "Alex" Miroshnichenko|M|24|193|91|Soviet Union
11817|Viktor Volodymyrovych Miroshnychenko|M|20|164|51|Soviet Union
11818|Nikola Miroti Stajovi|M|25|208|100|Spain
11819|Victor Mirshauswka|M|23|189|83|Brazil
11820|Oksen Mirzoyan|M|27|155|56|Soviet Union
11821|Mvlud Mirliyev|M|34|183|103|Azerbaijan
11822|Koichi Misawa|M|22|177|83|Japan
11823|Hesham Hasan Misbah|M|26|176|90|Egypt
11824|Antje Misersky-Harvey|F|26|173|66|Germany
11825|Vira Antonivna Misevych|F|35|169|60|Soviet Union
11826|Yevgeny Dmitriyevich Mishakov|M|30|190|90|Soviet Union
11827|Taras Viktorovych Mishchuk|M|21|187|85|Ukraine
11828|Galina Andreyevna Mishenina|F|25|178|73|Soviet Union
11829|Aleksey Vladimirovich Mishin|M|25|175|84|Russia
11830|Masumi Mishina|F|26|163|63|Japan
11831|Nataliya Yevgenyevna Mishkutyonok (-Shepherd, -Hainline)|F|23|159|50|Russia-2
11832|Hryhoriy Anatoliyovych Misiutin|M|25|166|62|Ukraine
11833|Arsens Miskarovs|M|19|183|75|Soviet Union
11834|Slobodan Mikovi|M|27|185|88|Yugoslavia
11835|Steve Missillier|M|29|186|80|France
11836|Matthew John "Matt" Mitcham|M|20|174|67|Australia
11837|James Sarsfield "Jim" Mitchel|M|40|187|100|United States
11838|Elizabeth "Betsy" Mitchell|F|22|175|68|United States
11839|Collin Mitchell|M|28|183|86|Canada
11840|Dennis Allen Mitchell|M|30|175|70|United States
11841|Ethan Mitchell|M|25|180|83|New Zealand
11842|Henry Kent Mitchell, II|M|25|173|51|United States
11843|Manteo Mitchell|M|25|185|79|United States
11844|Michele Anne Mitchell|F|26|162|50|United States
11845|Nikole Alangia Mitchell|F|22|168|60|Jamaica
11846|Richard Charles "Rick" Mitchell|M|25|183|71|Australia
11847|Ryan Scott Mitchell|M|23|185|77|Australia
11848|Tom Mitchell|M|27|178|85|Great Britain
11849|Claire Mitchell-Taverner|F|30|164|56|Australia
11850|Vukica Miti (-Pljaki)|F|26|170|56|Yugoslavia
11851|Yevgeny Viktorovich Mitkov|M|28|194|89|Russia
11852|Yordan Mitkov|M|20|170|75|Bulgaria
11853|Viktor Mitrou|M|27|168|77|Greece
11854|Branislav Mitrovi|M|31|201|100|Serbia
11855|Stefan Mitrovi|M|28|195|91|Serbia
11856|Risako Mitsui|F|22|168|57|Japan
11857|Takashi Mitsukuri|M|25|161|62|Japan
11858|Yasuaki Mitsumori|M|21|184|76|Japan
11859|Yuko Mitsuya|F|26|177|63|Japan
11860|Anja Mittag|F|31|168|58|Germany
11861|Rosemarie "Rosi" Mittermaier (-Neureuther)|F|25|159|55|West Germany
11862|Tatjana Mittermayer|F|33|158|51|Germany
11863|Theodore Peder "Ted" Mittet|M|22|193|84|United States
11864|Heather Blaine Mitts (-Feeley)|F|34|165|55|United States
11865|Daisuke Miura|M|30|183|88|Japan
11866|Takashi Miwa|M|22|178|78|Japan
11867|Yukinori Miyabe|M|23|178|72|Japan
11868|Atsuji Miyahara|M|29|155|57|Japan
11869|Keiko Miyajima|F|18|177|68|Japan
11870|Hiromi Miyake|F|30|145|48|Japan
11871|Ryo Miyake|M|21|178|70|Japan
11872|Yoshinobu Miyake|M|28|154|58|Japan
11873|Yoshiyuki Miyake|M|23|156|60|Japan
11874|Aya Miyama|F|27|157|51|Japan
11875|Emiko Miyamoto (-Terayama)|F|27|172|56|Japan
11876|Masakatsu Miyamoto|M|30|170|68|Japan
11877|Shinya Miyamoto|M|33|176|80|Japan
11878|Teruki Miyamoto|M|27|172|67|Japan
11879|Tamari Miyashiro|F|25|170|73|United States
11880|Junichi Miyashita|M|24|182|72|Japan
11881|Yasuji Miyazaki|M|15|179|66|Japan
11882|Nwal-Endn Miyem|F|24|188|87|France
11883|Mindaugas Mizgaitis|M|28|190|120|Lithuania
11884|Noriko Mizoguchi|F|21|160|56|Japan
11885|Gyrgy Mizsei|M|20|178|71|Hungary
11886|Attila Mizsr|M|31|182|70|Hungary
11887|Koichi Mizushima|M|23|162|58|Japan
11888|Jun Mizutani|M|27|172|63|Japan
11889|Hisashi Mizutori|M|24|172|62|Japan
11890|Armen Mkrtchyan|M|22|153|52|Armenia
11891|Mladen Venelinov Mladenov|M|23|154|52|Bulgaria
11892|Dragan Mladenovi|M|28|190|85|Yugoslavia
11893|Allison Jaime "A. J." Mleczko (-Griswold)|F|26|180|73|United States
11894|Elnur Mmmdli|M|20|175|73|Azerbaijan
11895|Aas Mmmdov|M|24|169|54|Azerbaijan
11896|Teymur Mmmdov|M|19|196|91|Azerbaijan
11897|Frid Mnsurov|M|22|174|66|Azerbaijan
11898|Mo Tae-Beom|M|20|177|80|South Korea
11899|Magnus Hovdal Moan|M|30|189|74|Norway
11900|Lars-Erik Moberg|M|26|185|88|Sweden
11901|Peer Moberg|M|25|180|94|Norway
11902|Diana Iuliana Mocanu|F|16|170|68|Romania
11903|Dominique Helena Moceanu (-Canales)|F|14|139|34|United States
11904|Renato Mocellini|M|26|187|84|Italy-2
11905|Laurence Modaine-Cessac (Vallet-)|F|19|170|59|France
11906|Michael Thomas "Mike" Modano, Jr.|M|31|190|93|United States
11907|Mariyka Modeva|F|26|174|74|Bulgaria
11908|Jan Fredrik Modin|M|31|193|99|Sweden
11909|Pter Mdos|M|24|170|55|Hungary
11910|Viktor Igorevich Modzalevsky|M|29|175|78|Soviet Union
11911|Davit Modzmanashvili|M|25|185|110|Georgia
11912|Thomas Sven "Tommy" Moe|M|23|178|89|United States
11913|Karen Patricia Moe-Thornton (-Humphreys)|F|19|165|56|United States
11914|Anita Moen-Guidon (-Moen Bonden)|F|34|167|58|Norway
11915|Roger Moens|M|30|175|70|Belgium
11916|Emma Moffatt|F|23|171|57|Australia
11917|John Moffitt|M|23|185|78|United States
11918|Dietmar Mgenburg|M|22|201|78|West Germany
11919|Carsten Mogensen|M|29|188|75|Denmark
11920|Aleksandr Gennadiyevich Mogilny|M|18|180|86|Soviet Union
11921|Nils Arne Torgny Mogren|M|24|174|69|Sweden
11922|Seyed Morad Mohammadi Pahnehkalaei|M|28|160|60|Iran
11923|Asgari Mohammadian|M|29|170|57|Iran
11924|Lourdes Mohedano Snchez de Mora|F|21|173|53|Spain
11925|Anke Mhring|F|19|181|69|East Germany
11926|Syed Ghulam Moinuddin|M|26|182|70|Pakistan
11927|Scott Patrick Moir|M|26|168|75|Canada
11928|Andrey Sergeyevich Moiseyev|M|29|195|83|Russia
11929|Albert Andreyevich Mokeyev|M|28|185|80|Soviet Union
11930|Godfrey Khotso Mokoena|M|23|190|76|South Africa
11931|Yury Sergeyevich Molchan|M|21|185|72|Russia
11932|Oleg Moldovan|M|33|178|70|Moldova
11933|Marcela Moldovan-Zsak|F|28|169|58|Romania
11934|Alin George Moldoveanu|M|29|173|73|Romania
11935|Valter Molea|M|34|192|90|Italy
11936|Kayla Moleschi|F|25|159|65|Canada
11937|Carlo Molfetta|M|28|183|78|Italy
11938|Mari Kristine Sbstad Molid|F|25|178|73|Norway
11939|Alicia Molik|F|23|182|78|Australia
11940|Lars-Erik Molin|M|31|181|80|Sweden
11941|Roberto Molina Carrasco|M|24|176|70|Spain
11942|Andreas Mollandin|M|24|180|75|West Germany
11943|Robert "Bob" Molle|M|21|198|107|Canada
11944|Paula Mollenhauer|F|27|175|82|Germany
11945|Thomas Mllenkamp|M|26|190|88|West Germany
11946|David Mller|M|28|188|90|Germany
11947|Frank Mller|M|25|189|125|Germany
11948|Lorraine Mary Moller (-Daws, -Smith)|F|37|175|55|New Zealand
11949|Silke Mller (Gladisch-)|F|24|168|57|East Germany
11950|Ganesh Mollerapoovayya|M|26|172|66|India
11951|Arthur Owen "Art" Mollner|M|23|183|73|United States
11952|Daniele Cristoforo Molmenti|M|27|170|69|Italy
11953|Endre Molnr|M|34|185|92|Hungary
11954|Tams Molnr|M|33|193|104|Hungary
11955|Oleh Oleksiyovych Molyboha|M|27|193|86|Soviet Union
11956|Istvn Mna|M|28|184|74|Hungary
11957|Dmytro Vitaliyovych Monakov|M|25|182|87|Soviet Union
11958|Olivier Guy Jacques Marie Moncelet|M|25|188|82|France
11959|Roman Vitalyevich Monchenko|M|31|180|105|Russia
11960|John James Monckton|M|18|192|83|Australia
11961|John Philip "Phil" Monckton|M|32|196|100|Canada
11962|Avard Moncur|M|29|193|87|Bahamas
11963|Kenneth Dale "Kenny" Monday|M|30|178|74|United States
11964|Georgy Grigoryevich Mondzolevsky|M|34|172|74|Soviet Union
11965|Ion Monea|M|27|178|75|Romania
11966|Mnica Anglica de Paula|F|26|178|76|Brazil
11967|Robert Monier|M|35|186|81|Rose Pompon
11968|Jean-Michel Monin|M|28|189|77|France
11969|Craig John Monk|M|25|180|92|New Zealand
11970|Jessica Monroe (-Gonin)|F|30|178|75|Canada
11971|Paulino Monsalve Ballesteros|M|21|180|72|Spain
11972|Walter George "Wally" Monson|M|23|155|77|Canada
11973|Jan-Marco Montag|M|24|188|88|Germany
11974|Jos Montanaro Jnior|M|26|187|81|Brazil
11975|Aldo Montano|M|33|184|82|Italy
11976|Carlo Montano|M|23|176|80|Italy
11977|Mario Aldo Montano|M|32|181|93|Italy
11978|Mario Tullio Montano|M|32|181|93|Italy
11979|Tommaso Montano|M|23|182|83|Italy
11980|Alejandro Ariel Montecchia|M|32|182|83|Argentina
11981|Telma Alexandra Pinto Monteiro|F|30|161|57|Portugal
11982|Stephen "Steve" Monteith|M|24|180|77|Canada
11983|Daynellis Montejo Poll|F|23|167|49|Cuba
11984|Eliecer Montes de Oca Fleitas|M|25|190|85|Cuba
11985|Pablo Montes Casanova|M|20|184|83|Cuba
11986|James Paul "Jim" Montgomery|M|21|191|88|United States
11987|Jonathan Riley "Jon" Montgomery|M|30|175|75|Canada
11988|Timothy "Tim" Montgomery|M|25|178|73|United States
11989|Gal Fabrice Gabriel Monthurel|M|26|183|100|France
11990|Carlo Monti|M|28|172|64|Italy
11991|Eugenio Monti|M|40|172|73|Italy-1
11992|Luigi Felipe "Luis Felipe" Monti|M|27|167|68|Argentina
11993|Frank Andy Montieth Herrera|M|19|186|78|Cuba
11994|Carole Montillet-Carles|F|28|164|73|France
11995|Anne Katherine Montminy (-Goldman)|F|25|165|49|Canada
11996|Domenico Montrone|M|30|189|97|Italy
11997|Sergey Aleksandrovich Monya|M|29|202|99|Russia
11998|Jude Monye|M|26|188|79|Nigeria
11999|Fabin Luciano Monzn|M|21|167|62|Argentina
12000|Roberto Monzn Gonzlez|M|26|166|60|Cuba
12001|Heather L. Moody|F|30|182|77|United States
12002|Phajol Moolsan|M|20|163|54|Thailand
12003|Moon Gyeong-Ja|F|18|181|72|South Korea
12004|Charles Michael "Charlie" Mooney|M|25|165|54|United States
12005|Ann Elizabeth Moore|F|22|157|53|Great Britain
12006|Charles Hewes "Charlie" Moore, Jr.|M|22|185|77|United States
12007|Edward Peerman "Ed" Moore|M|22|185|81|United States
12008|James Warren Moore|M|29|175|67|United States
12009|Kristie Moore|F|30|173|77|Canada
12010|Maya April Moore|F|27|183|79|United States
12011|William "Willi" Moore|M|25|182|67|Great Britain
12012|Kirsten Moore-Towers|F|21|149|45|Canada
12013|Adrian David Moorhouse|M|24|187|87|Great Britain
12014|Sohrab Moradi|M|27|170|97|Iran
12015|Antonia "Tonia" Moraiti|F|27|165|54|Greece
12016|Evangelia "Evi" Moraitidou|F|29|184|74|Greece
12017|Salvatore Morale|M|25|183|75|Italy
12018|Hugo Alberto Morales|M|21|174|75|Argentina
12019|Juan Morales Hechavarra|M|20|181|73|Cuba
12020|Pedro Pablo Morales, Jr.|M|27|188|84|United States
12021|Jane Moran|F|27|167|70|Australia
12022|Matteo Morandi|M|30|165|71|Italy
12023|Karen Lynne Moras (-Stephenson)|F|14|168|53|Australia
12024|Carlos Alberto Moratorio Telechea|M|34|170|65|Argentina
12025|Martina Moravcov|F|24|172|60|Slovakia
12026|David Moravec|M|24|182|90|Czech Republic
12027|Ondej Moravec|M|29|181|72|Czech Republic
12028|Giorgio Giuseppe Morbiato|M|20|182|76|Italy
12029|Noureddine Morceli|M|26|175|60|Algeria
12030|Stelian Morcov|M|24|186|93|Romania
12031|Francis Georges Henri Moreau|M|30|187|77|France
12032|Janet Theresa Moreau (-Stone)|F|24|170|62|United States
12033|Timothy Frank "Tim" Morehouse|M|30|188|91|United States
12034|Jos Carlos Gomes Moreira|M|24|172|76|Brazil
12035|Ftima Moreira de Melo|F|30|160|55|Netherlands
12036|Georges Morel|M|26|188|92|France
12037|Jacques Morel|M|29|193|81|France
12038|Curdin Morell|M|28|177|81|Switzerland-1
12039|Daniel Yves Morelon|M|31|181|79|France
12040|Jos Manuel Moreno Perin|M|23|180|79|Spain
12041|Patricia Moreno Snchez|F|16|143|31|Spain
12042|Yipsi Moreno Gonzlez|F|27|175|78|Cuba
12043|Sophie Michle Moresse-Pichot|F|34|174|63|France
12044|Charlene Frances "Char" Morett|F|26|165|52|United States
12045|Emiliano Moretti|M|23|185|80|Italy
12046|Robert Willis "Bob" Morey, Jr.|M|20|183|78|United States
12047|Alexandra Patricia "Alex" Morgan|F|23|173|62|United States
12048|Christopher "Chris" Morgan|M|29|191|90|Australia
12049|David Morgan|M|22|184|82|Australia
12050|Helen Jane Morgan|F|26|172|68|Great Britain
12051|Lawrence Robert "Laurie" Morgan|M|45|180|73|Australia
12052|Michael Dennis Morgan|M|21|188|90|Australia
12053|Sandra Anne Morgan (-Beavis)|F|18|167|67|Australia
12054|Edward "Ted" Morgan|M|22|172|67|New Zealand
12055|Arthur William Crawford "Tony" Morgan|M|33|176|73|Lady C
12056|Thomas Morgenstern|M|27|184|67|Austria
12057|Masahiko Mori|M|30|185|76|Japan
12058|Takaji Mori|M|24|172|63|Japan
12059|Lucia Morico|F|28|179|78|Italy
12060|Nikolay Sergeyevich Morilov|M|23|176|72|Russia
12061|Andranne Morin|F|30|178|71|Canada
12062|Masao Morinaka|M|22|175|80|Japan
12063|Max Morinire|M|24|183|78|France
12064|Eiji Morioka|M|22|165|54|Japan
12065|Koichi Morishita|M|24|165|54|Japan
12066|Shinji Morisue|M|27|170|66|Japan
12067|Jungo Morita|M|25|194|85|Japan
12068|Kimie Morita|F|26|171|69|Japan
12069|Tomomi Morita|M|19|169|68|Japan
12070|Teruhisa Moriyama|M|22|187|82|Japan
12071|Dorothy Sarkis Morkis|F|33|172|59|United States
12072|Valentin Ivanovich Morkovkin|M|26|176|73|Soviet Union
12073|Carlo Leonardo Mornati|M|28|186|88|Italy
12074|Ivn Moro Fernndez|M|21|186|84|Spain
12075|Karin Moroder|F|23|163|61|Italy
12076|Aleksey Alekseyevich Morozov|M|20|185|82|Russia
12077|Vladimir Ivanovich Morozov|M|23|184|94|Soviet Union
12078|Vladimir Viktorovich Morozov|M|20|180|73|Russia
12079|Volodymyr Ivanovych Morozov|M|32|182|88|Soviet Union
12080|Nataliya Igorevna Morozova|F|27|188|74|Russia
12081|Alwyn Morris|M|26|175|82|Canada
12082|William Clifton "Bill" Morris, III|M|25|180|73|United States
12083|David John Morris|M|29|171|67|Australia
12084|Devon Morris|M|27|180|75|Jamaica
12085|George Hayes Morris|M|22|178|70|United States
12086|Glenn Edward Morris|M|24|188|84|United States
12087|Jason Newth Morris|M|25|178|80|United States
12088|Jennifer Lynn "Jenny" Morris|F|27|172|69|Australia
12089|John Morris|M|31|188|84|Canada
12090|Ronald Hugh "Ron" Morris|M|25|178|70|United States
12091|Sandi Morris|F|24|173|62|United States
12092|Warren Randall Morris|M|22|180|86|United States
